index,title,ingredients,preparation,img_url,cluster_label,sim_idx
487,Lovely Lentil Casserole,"100g green lentils (cooked until slightly mushy)
100g brown rice (or quinoa)
1 tbsp olive oil
70g shredded kale (remove tough stalks)
1 white onion (finely diced)
½ tsp thyme
½ tsp oregano
150g mushrooms (finely diced)
2 gloves of garlic (crushed)
2 grated carrots
4 tbsp ground flax seeds
2 tbsp nutritional yeast
50g walnuts (or hazelnuts) – ground in a blender 
50g raisins (more if you prefer it sweeter)","Special thanks to Victoria Harley for the image:split-pin.co.ukThoroughly wash your lentils and rice. Cook them following the packet instructions. The recipe will hold together better if the lentils are slightly overcooked. Once cooked, drain and set aside.
In the meantime, prepare all your other ingredients.
Preheat oven to 200°C.
Heat the oil in a large pan or wok. Once heated, add the onion, garlic, carrot, and kale. Cook for a two minutes.
Add the mushrooms, oregano and thyme and continue to cook until everything is tender.
Using a large mixing bowl, combine your vegetables, rice, and lentils with the ground flax seeds, nutritional yeast, nuts, and raisins.
Mix everything well to ensure good binding of the ingredients.
Press the mixture firmly into a casserole dish.
Cook for 25-30 minutes.
Serve with some rich onion gravy!",https://veganuary.com/wp-content/uploads/2016/07/The-Protein-Casserole-400x267.jpg,12,200
488,Apricot-Almond Quinoa Muffins,"½ cup uncooked quinoa
1 cup water
1 cup non-dairy milk
1 tbsp ground flaxseed
½ very ripe banana, mashed
4 tbsp maple syrup
½ tsp vanilla extract
1 ¼ cups white, whole wheat, spelt or mixed flour
¼ cup ground almond
1 ½ tsp baking powder
½ tsp sea salt
½ tsp ground cinnamon
½ tsp ground cardamom
½ cup finely chopped dried apricots","Preheat the oven to 350ºF. Lightly oil enough mini muffin pan to yield 48 mini muffins, or one 12-cup, regular-sized muffin pan.
In a small saucepan, bring the quinoa to the boil, then cover the pot, reduce the heat to its lowest setting, and cook for 25 minutes. Turn off the heat and let stand, covered, for 10 minutes. Uncover the quinoa, fluff with a fork, and set aside.
In a medium-sized bowl, whisk together the non-dairy milk, flaxseed meal (flaxseed mixed with 3tbsp water) mashed banana, maple syrup, and vanilla.
In a large bowl, combine the flour, almond meal, baking powder, salt, and spices.
Add the wet ingredients to the dry, mixing until just incorporated. Gently fold in the cooked quinoa and apricots.
Scoop the batter (about 2 tsp per mini muffin, or a scant ¼ cup per regular-sized muffin) into the prepared muffin pans and bake until a toothpick or sharp knife inserted into the center of a muffin comes out clean (15 minutes for mini muffins, 20 minutes for regular muffins)
",https://veganuary.com/wp-content/uploads/2014/09/Vegan-Apricot-Almond-Quinoa-Muffins-Recipe-400x267.jpg,9,547
489,Beetroot Panzanella,"2 large ripe tomatoes
1 thick slice of sourdough bread
1 clove garlic 
A sprig of fresh rosemary
1 tbsp salt and pepper
2 beetroots, boiled, peeled and diced
A handful of curly kale or cavolo nero, shredded and blanched for 3 minutes in boiling water
8 cherry tomatoes, halved
1/4 red onion, finely sliced
1 tbsp hazelnuts, roughly chopped
Dressing:
2 tsp olive oil
1 tsp red wine vinegar
1/2 tsp maple syrup
Salt and pepper","Preheat the grill on high.
Roughly chop the tomatoes and tip into a large bowl. Squash them with your hands until all the flesh is reduced to juice.
Rub the slice of bread with the clove of garlic and crushed rosemary. Drizzle with olive oil and place on a baking sheet under the preheated grill. Toast on both sides until golden then carefully cut into rough cubes and add to the tomatoes in the mixing bowl. Mix together and set aside for ten minutes while you prepare the remaining vegetables.
In a separate small bowl whisk together the dressing ingredients.
Add all the other ingredients to the tomatoes and bread and mix well.
Drizzle over the dressing, plate and enjoy.
",https://veganuary.com/wp-content/uploads/2016/07/Kale-Panzanella-400x600.jpg,3,713
490,Aubergine Chickpea Stew with Fresh Flatbreads,"For the Stew:
2 Tbsp olive oil
1 large onion, finely sliced
4 cloves of garlic, peeled and crushed
1 tsp fresh parsley stalks
½ tsp ground cumin
½ tsp ground coriander
¼ tsp ground nutmeg
1 tsp ground cinnamon
½ tsp smoked paprika
¼ tsp ground cloves
2 aubergines (eggplant) (approx 600g), halved lengthways then sliced into 1cm semicircles
1 x 400g tin chickpeas, drained (keep the liquid to use for aquafaba in another recipe)
2 x 400g tins peeled plum tomatoes
1 Tbsp light brown sugar
500ml vegetable stock
Juice of 1 lemon
For the Flatbreads:
130g strong white bread flour
350g plain white flour
1 tsp fine sea salt
300ml lukewarm water
2 tsp quick yeast
1 tsp sugar","To Make the Stew:Preheat the oven to 200c (fan).
Place a cast-iron dutch oven (with lid) over a medium/low heat and add the oil.
Once the pan is to temperature, add the onion and fry lightly for a minute. Add the garlic and parsley stalks before frying for a further 2 minutes. Do not allow the onions or garlic to brown.
Add the spices and stir well to coat the onion. Add the aubergine, chickpeas, tinned tomatoes, brown sugar, and vegetable stock. Stir well.
Cover the pot with the lid and place in the preheated oven for 90 minutes, removing to stir every half hour.
While the stew cooks, make the flatbreads.To Make the Flatbreads:Combine the flours and salt in the bowl of a stand mixer fitted with the dough hook. If you don’t have a stand mixer, just use a medium sized bowl.
Place 100 ml of the water into a small bowl and add the sugar and yeast. Mix well and set aside to allow the yeast to bloom.
Mix the yeast mixture into the flour along with the rest of the water. If using a stand mixer, knead using the dough hook attachment for roughly 8-10 minutes, until the dough is smooth. If kneading by hand, sprinkle a counter with flour and knead vigorously for 8-10 minutes.
Transfer the dough to a lightly oiled bowl, cover with a damp tea-towel and leave to proof somewhere room temperature for at least one hour.
Once proofed, punch down the dough to remove the larger air bubbles.
Lightly flour a rimmed baking tray. Turn the dough out onto a clean surface and slice the dough into 8 even pieces. Roll them into tight balls and place on the floured tray to prove, covered with a damp tea-towel. Leave to proof a second time for around 40 minutes.
Once proofed, roll out each ball to around 15cm. Place a dry, cast-iron skillet over medium heat.
Place one flatbread in the skillet and cook until puffed and bubbly. Flip after around 3 minutes, making sure the bottom isn’t burning. Cook for a further minute or two on the second side before removing. Repeat with all of the flatbreads. Wrap the cooked flatbreads in a clean tea-towel to keep them warm.",https://veganuary.com/wp-content/uploads/2020/09/WH-chickpea-stew-400x266.jpg,14,442
491,Creamy Sesame Arame with Skinny Soba Somen Noodles,"½ pack skinny soba somen noodles
½ cup arame seaweed rinsed
Filtered water
¼ cup sauerkraut
2 tsp sesame tahini
½ cup fresh or frozen corn
1 thinly sliced spring onion
Zest from one lemon","Bring a large pot of water to a boil and cook the soba noodles for 3 minutes.
Drain and rinse in cold water, set aside.
Place the rinsed arame in a small pan and add enough filtered water to cover, bring to a boil and simmer on low heat for 15 minutes.
Gently stir in the sauerkraut, tahini and corn and simmer for 5 minutes.
Arrange the soba noodles in a bowl and top with the creamy arame.
Garnish with the spring onions and lemon zest.Delicious!",https://veganuary.com/wp-content/uploads/2016/07/Creamy-Sesame-Arame-No-Product-400x297.jpg,19,609
492,Whole Roasted Eggplant Parm-Eh-Ish,"FOR THE CAULIFLOWER-CASHEW BUTTAH BASE:
1 small head cauliflower, bottom stem removed, cleaned and dismembered into large pieces
1 Cup / 200g raw cashews, soaked in water for at least 1 hour (or overnight), then strained and rinsed
4-5 medium garlic cloves
1/2 tsp coarse salt
2 Tbsp rice vinegar
1 bay leaf
2 cups water
FOR THE EGGPLANT:
1-2 medium-sized eggplants
2 Tbsp olive oil
1/2 tsp coarse salt (Jacobsen’s sea salt)
1/2 Cup / 100g cauliflower buttah
300g crushed Kettle potato chips (Salt & Cracked Pepper)
4 cherry tomatoes, sliced
Small handful of fresh basil leaves, washed and lightly packed","Serves 2-4
To make the cauliflower-cashew buttah baseIn a medium-sized sauce pot, add the dismembered cauliflower, cashews, garlic, salt, rice vinegar and bay leaf along with 2 cups of water and cover.
Heat on medium-high until it reaches a slow boil, then steam for 10-15 minutes until the cauliflower is cooked throughout and breaks apart easily. Let it cool, then strain and remove the bay leaf.
Transfer the mixture to a high-speed blender. Start blending on low speed and, using damper/plunger, mash all the ingredients down to ensure everything gets blended. Add a few splashes of water or non-dairy milk only if absolutely needed (we’re looking to create as thick of a mixture as possible for the buttah so the less liquid the better). Once completely blended and smooth, measure out 1/2 cup of the butter and chill the rest for another use.
Save the remaining buttah base in a closed container in the fridge for up to a week.To make the eggplantPreheat oven to 375. Lightly oil a baking sheet.
To prep the eggplant, slice it in half lengthwise and score the inside without piercing the skin, with one tablespoonof oil rubbed into each top half. Season with the salt. Spread a thin layer of cauliflower buttah on the open face of each half allowing some to get between the slices.
On a separate plate, apply potato chip crust to cover the open eggplant flesh. Add a few dollops of cauliflower buttah to the top and place sliced tomatoes along with and bake face side up for 40-45 minutes.
Remove from heat garnish with fresh basil leaves and serve.",https://veganuary.com/wp-content/uploads/2017/10/WH1-7-400x294.jpg,8,472
493,"Sausage, Spinach & Avocado Muffin","1 pack Meatless Farm Meat Free Sausages (or similar)
1 small pack baby spinach leaves
1 avocado, stone and skin removed, sliced thinly
2 English muffins
Salt and pepper
Olive oil
","Remove the sausages from their packaging. Take 3 sausages and flatten, moulding together into a disc shape. Season with salt and pepper. Repeat.
Add a dash of olive oil to a frying pan and cook your Meatless sausage patties over a medium-high heat for 4 mins each side.
Meanwhile, add your baby spinach to another pan, with a knob of butter if using, and cover with a lid or plate. Cook over a medium heat to wilt.
Lightly toast your muffin.
Layer up the muffin by adding a bed of spinach to the bottom, then the sausage patty and top with the avocado.",https://veganuary.com/wp-content/uploads/2020/12/Avocado-spinach-sausage-muffins-23-1-400x400.jpg,8,513
494,Fudgy Chocolate Chip Brownies,"1/2 cup plus 1 tablespoon organic all-purpose flour
1/2 cup organic whole wheat pastry flour 
1/2 cup Dutch-process cocoa powder
1/2 cup minus 1 tablespoon granulated sugar
1/4 cup organic whole cane sugar, ground in a blender until powdered
2 tablespoons arrowroot or organic cornstarch 
1 teaspoon aluminum-free baking powder
1/4 teaspoon fine sea salt
1/4 cup plus 2 tablespoons mild tasting extra-virgin olive oil or organic neutral vegetable oil
1/4 cup pure maple syrup, Grade B or dark amber 
1/4 cup any non-dairy milk
2 teaspoons pure vanilla extract
1/4 teaspoon chocolate extract (optional)
Heaped 1/4 cup vegan chocolate chips or mini chunks
1/3 cup lightly toasted walnuts or mixed nuts, coarsely chopped (optional)","Note: If using coconut oil as the fat, make sure the other ingredients are at room temperature, or the oil will harden into clumps during mixing.Makes one 8 X 8-inch square panPosition a rack in the middle of the oven and preheat to 350° F. Oil an 8 x 8-inch square pan and then line the bottom with parchment paper. Do not oil the paper.
Place a wire mesh strainer over a medium bowl. Add the all-purpose flour, pastry flour, cocoa, granulated sugar, whole cane sugar, arrowroot or cornstarch, baking powder, and salt to the strainer and stir with a whisk to sift the ingredients into the bowl. (If any small bits remain in the strainer, add them to the mixture in the bowl.) Whisk to aerate the mixture.
Whisk the oil, maple syrup, nondairy milk, vanilla, and chocolate extract, if using, in a separate medium bowl until completely combined. Pour into the dry ingredients and mix with a silicone spatula until the batter, which will be thick, is smooth. Allow the batter to rest for ten minutes.
Stir the chocolate chips and nuts, if using, into the batter. Spoon the batter into the prepared pan, and spread into an even layer with a metal spatula.
Bake for 23 minutes until the top is set and dry and the sides have pulled just slightly away from the pan.
Remove the pan from the oven and set on a cooling rack. Immediately insert a wooden tester diagonally into the brownies. The tester will be coated with batter, but not wet. If necessary, bake for another minute.
Cool to room temperature. The middle of the cake will sink as it cools; don’t worry. Once cold you can push the sides down to level the cake if you like. Refrigerate until very cold before cutting into squares.Keeping:Refrigerate the brownies in a covered container, in layers separated by parchment, for up to three days, or freeze for up to one month. Defrost unwrapped or eat straight out of the freezer.",https://veganuary.com/wp-content/uploads/2016/07/Very-Fudgy-Chocolate-Chip-Brownies-400x500.jpg,9,805
495,Irish Vegetable Stew,"1 turnip (or swede if you’re from outside of Ireland)
2 large onions (or 4 small ones…)
4 celery stalks
2 large carrots (or 4 small ones…)
2 parsnips
500ml veg stock made with 2 vegetable stock cubes
1 tbsp soya butter
1 tbsp Herbes de Provence
1 dsp (dessert spoon) flour
Salt (optional) and black pepper",Wash and peel all the veg and cut them into large chunks at an angle.Melt the butter in a large sauce pan and add the chopped onions once melted.Cook the onions until they soften and are coated in the butter. Around 4 minutes maybe.Add the herbs then and stir to coat the onions in the herbs.Then add the flour and stir to make sure this mixture doesn’t stick to the pan. Let the flour and the herbs cook with the onions for a few minutes so the butter absorbs the flavour.Then add the stock very slowly. Add in just a little bit at a time stirring all the time. This will form a kind of gravy-like liquid.Then add in the rest of the vegetables and if you think the mixture needs more liquid just add in a bit more boiling water.Add some black pepper and salt if you think it needs it (I didn’t use salt).Put a lid on then and let it simmer on a low heat for around an hour or until the veg are cooked.Serve with spuds anyway you like!,https://veganuary.com/wp-content/uploads/2016/12/IMG_4538-400x470.jpg,8,15
496,“Messy-tarian” Hot Dog,"1 pack of Garden Gourmet Sensational Sausage
2 vegan hot dog buns
4 cherry tomatoes
¼ cucumber
2 tbsp vegan ketchup
2 tbsp apple sauce
","Cook, or grill the sausages according to the instructions on the package.
Half the cherry tomatoes and slice the cucumber.
Cut the buns lengthwise. Place the sausages in the buns and cut in three to four pieces.
Serve on plates with halved tomatoes, cucumber slices, vegan ketchup and apple sauce.",https://veganuary.com/wp-content/uploads/2021/01/Messy-tarian-Hot-Dog-400x534.jpg,0,698
497,"Chocolate, Orange and Walnut Cookies","220g margarine, at room temperature
120g caster sugar
120g soft brown sugar
100ml OGGS® Aquafaba
350g plain flour, sifted
1 tsp bicarbonate of sod
1 tsp vanilla extract
200g chocolate chips
1 orange zest
50g hazelnuts, crushed
","1. Preheat the oven to 180°C (160°C if using a fan oven)/ gas mark 4 and line a baking tray with parchment paper.
2. Using an electric whisk, cream together the margarine and both types of sugar until the grains dissolve and the mixture becomes paler.
3. Whilst continuing to whisk the margarine and sugar, pour in the OGGS® Aquafaba and the remaining ingredients, other than the chocolate chips and continue whisking ’til you’ve formed a lovely thick dough.
4. Add the dark chocolate chips, orange zest and crushed hazelnuts into the mixture and stir thoroughly with a big spoon.
5. Pop in the fridge for 30 minutes.
6. Using two teaspoons, gather spoonfuls of the dough and roll them into little balls, each roughly the size of a golf ball. Spread them out on a baking tray, about 6 per tray as they tend to spread out a lot.
7. Bake for 10-12 minutes. In this time, they should have turned golden, whilst retaining that crucial gooey centre.
",https://veganuary.com/wp-content/uploads/2022/01/Cookies-400x533.jpg,10,690
498,Blueberry Cheesecake,"Tub of vegan plain cream cheese
Pack of silky tofu 
½ cup maple syrup 
2 tablespoons cornflour
1½ tablespoons lemon juice
1 teaspoon pure vanilla essence
½ cup fresh blueberries
3 tablespoons maple syrup
½ teaspoon cinnamon
¼ teaspoon ginger powder
¼ teaspoon grated fresh nutmeg 
Crust:
Box of stem-ginger oat crackers
5 tablespoons pure coconut butter/oil","Preheat the oven to 350F/180C.
Make the crust first. Crush the ginger biscuits, or process until crumb-like. Add the melted coconut oil, and then mix well. Press into a flan tin, shape it into all the sides, and firmly across the bottom.
Put the cream cheese through to the vanilla into a food processor; and mix the ingredients until completely smooth, with no lumps. Take out half of this mixture from the processor and spread it in the bottom of the crust.
To the remaining cream cheese mix, add the blueberries and other ingredients, through to the nutmeg; and mix well. Very carefully place it onto the first layer of cheesecake.
Bake for 50-60 minutes, and after removing from the oven, allow it to cool, then put it into the fridge to chill. This will take a few hours.
Can be frozen, but allow at least ten minutes to defrost before serving.",https://veganuary.com/wp-content/uploads/2016/07/Blueberry-cheesecake-400x300.jpg,16,621
499,Cherry Bakewell Baked Oats,"80g Porridge oats
2 tbsp. Ground flaxseed
20g Ground almonds
70g Alpro, plain unsweetened
170ml Alpro almond unsweetened drink
½ tsp Almond extract (optional)
100g Frozen pitted cherries (or tinned)
2 tbsp. Maple syrup, plus extra to serve","1. Preheat the oven to 180C.
2. Mix together all the ingredients except the cherries until well combined and spoon into two small shallow baking dishes.
3. Dot with the cherries pushing them into the oats.
4. Bake in the oven for 20 minutes or until set with a lightly coloured crust on top.
5. Drizzle with a little extra maple syrup and serve!
Crave more recipes like this? Sign up to try Veganuary today to get our celebrity cookbook, meal plans, nutritional advice, recipes, and more all for free!
",https://veganuary.com/wp-content/uploads/2019/03/Alpro_Recipes-CherryBakewellBakedOats_31202-400x534.jpg,16,240
500,Spicy Raw Chocolate Bonbons,"1/8 cup ground hazelnuts
½ tbsp peanut butter
50g raw cocoa butter
3 tbsp raw cocoa powder
1-2 tbsp agave syrup
Pinch chili flakes 
Silicone mould for making bonbons","1. Melt the cocoa butter over a bain marie.
2. Slowly stir in the cocoa powder and the agave syrup, and take off the heat.
3. In a bowl, mix the ground hazelnuts, the chilli and the peanut butter.
4. Slowly pour the chocolate mixture in the silicone mould, filling the bonbon holes half way.
5. With a teaspoon, scoop some of the peanut butter mixture into each hole. Top off your bonbons with another layer of chocolate mix.
6. Stick in the freezer for a couple of hours or leave in the fridge overnight.",https://veganuary.com/wp-content/uploads/2016/07/Bonbons-400x374.jpeg,5,72
501,Tomatillo Salsa,"400g Tomatillos
1 Small red onion
1 Lime
1tsp	 Soft brown sugar
Bunch of coriander","Makes 1 medium sized jar.Soak the tomatillos in a bowl of warm water for 10 minutes to remove the sticky layer from them.Finely dice the onion and place into a small bowl. Put the lime zest, juice and sugar into the bowl with the onions. This will soften them.Put the washed tomatillos into a food processer and pulse until roughly chopped.Roughly chop the coriander, then put all the ingredients into a bowl and mix.",https://veganuary.com/wp-content/uploads/2016/07/tomatillo-salsa-veganuary-400x600.jpg,13,691
502,Palak (Curried Spinach),"½ cup/70g cashews 
2 tablespoons coconut oil
½ small red onion
2 tablespoons lemon juice
1 inch/2 cm fresh ginger, roughly chopped
2 large garlic cloves, crushed, or ½ teaspoon garlic powder 
3½ cups/800g spinach 
1 teaspoon curry powder
½ teaspoon sea salt
½ teaspoon nutmeg","Combine all ingredients in your food processor.
Done!
",https://veganuary.com/wp-content/uploads/2016/07/PalakWM-400x250.jpg,2,696
503,Herb-Crusted Cashew Cheese,"Vegan cashew cheese ingredients:
75g unsalted cashew nuts
150ml water
4 tbsp corn starch
3 tbsp nutritional yeast
2 tbsp lemon juice
1 tbsp olive oil
3/4 tsp salt
1/3 tsp garlic powder
Other ingredients:
Herbs de provence","All you have to do is add all cashew cheese ingredients into a good blender and blend until you get a very smooth consistency.
Then pour the mixture into a pan and heat up. Make sure you stir constantly. After a few minutes, it will change texture and turn into a thick paste.
Transfer the paste into a tupperware dish and even out so it’s neatly packed into the dish.
Let set in the fridge for 1 hour or until it has completely cooled down.
Then sprinkle some herbs de Provence on a plate. Coat the cheese on all sides. Enjoy!
Yes, that was it already, so simple!!
—Exceedingly Vegan
",https://veganuary.com/wp-content/uploads/2018/06/herbcrusted-cashew-cheese-400x300.jpg,12,88
504,Vegan Kebab Skewers with Grilled Peaches and Vegan Tzatziki,"Serves 3-4
3-4 large ripe peaches
1 pack Oumph! Kebab Spiced (280g)
For the glaze:
1 tbsp maple syrup
1 tbsp tamari soy sauce
¼ tsp crushed black pepper
1 tbsp rapeseed oil
For the tzatziki dip:
1 large cucumber, shredded
2 tsp salt
350g dairy-free yoghurt
Juice of 1 lemon
2 garlic cloves, crushed
1 tbsp fresh dill
To serve:
Toasted fresh pita breads.
","Fire up your BBQ and wait 30 minutes until the coals are glowing and hot, hot, hot.
In the meantime, wash and half the peaches and allow for the Oumph! Kebab Spiced to defrost, and pierce them onto skewers. If you’re using wooden skewers on your BBQ then make sure to soak them in water for at least an hour before using.
For the glaze, simply mix maple syrup, tamari, black pepper and rapeseed oil in a small bowl, then brush your skewers with the glaze before placing them onto the hot BBQ. Turn the skewers regularly until the peaches are starting to caramelise and the kebab is lightly browned.
To prepare the tzatziki dip, finely shred the cucumber with a grater or a food processor, then transfer the shreds to a nut milk bag or a clean kitchen towel and squeeze out as much of the water as you can.
Transfer the cucumber shreds to a large bowl and stir in the salt, then allow it to rest for 10 minutes and squeeze out any releasing liquid again. Mix the cucumber and salt with the dairy-free yoghurt, lemon juice, garlic and fresh dill.
To serve, drizzle the grilled peach & kebab skewers with a little tzatziki and use the rest to dip some freshly toasted pitta bread.
",https://veganuary.com/wp-content/uploads/2021/06/Oumph-Kebab-Spiced-Skewers-1-400x267.jpg,11,417
505,Mince and Onion Pie,"500 g soya mince. I used Granose soya mince
1 onion, chopped
1 -2 tablespoons of oil
250ml of vegan gravy (keep it quite thick). If you can’t find any, then you could use vegetable stock and gravy browning.
1 Tbsp. ketchup
2 teaspoons Henderson’s relish (or vegan Worcestershire sauce)
Black pepper (to taste, I used a lot)
1⁄2 teaspoon oregano
1 pack of ready to roll shortcrust pastry (Jus-Rol is vegan)
1 pack of ready to roll puff pastry (Jus-Rol is vegan) 
","The filling can also be frozen and then used at a future date.
The filling:Finely chop the onion and soften in a large pan with the oil.Once softened, add the soya mince and cook-off, stirring frequently, for about 5 minutes. The kind of soya mince I used needed to be rehydrated first so make sure you follow the instructions for that. If you are using frozen, break it up a bit and add it to the pan.Add in the gravy, ketchup, Henderson’s, pepper and oregano to the pan. Stir it all together then cook over a medium heat. Try to reduce the mixture down so that it’s not too wet. You should be able to drag a spoon through the pan and have the mixture stay apart for a few seconds.This can then be refrigerated until you are ready to use it. It will freeze too so you can make lots this time and then defrost ahead of time in the future.The pie:Get your pie dish or dishes ready and roll out the shortcrust pastry as per the instructions so you have enough to cover the bottom and the sides of your dish. This is a proper pie, not a stew with a puff pastry hat on.Line the bottom and sides of your dish with the pastry and then blind bake at 200C for around 15 mins until the pastry turns golden. You can prick the pastry on the bottom of the pan with a knife to stop it rising up and help it cook a little better.While your pastry is blind baking, you can roll out your puff pastry for the top as per the instructions on the packet.Once your shortcrust is ready, add the filling and then place the puff pastry on top. Crimp around the edges and then make a couple of holes in the top with a sharp knife to let the steam out.Brush with soya milk (or other non-sweet plant milk) and bake at 200C for around 30 mins or until the top is lovely and golden.Want more recipes just like this? Sign up to Veganuary for recipes, meal plans, nutritional advice, celebrity cookbooks and more (all for free!)
",https://veganuary.com/wp-content/uploads/2016/09/image2-400x400.jpg,8,551
506,Cumin Roasted Carrots & Crispy Chickpeas,"2 pots herby houmous
450g mixed baby carrots
1 tin of chickpeas, drained rinsed and patted dry
2 tbsp. light oil
1 tbsp. cumin seeds
1 tbsp. ground cumin
Salt, pepper
1-2 tbsp. zaatar
Few springs of parsley","Preheat the oven to 180°C.
Add the carrots, cumin seeds and oil to a lined baking tray and rub to combine. Sprinkle with a tsp of salt and place in the preheated oven for about 20-30mins or until the carrots are tender and roasted.
Line another baking tray and add the chickpeas, another tbsp. of oil and a good sprinkle of salt. Stir to combine and add to the oven to crisp up. Stir after 10 minutes and continue to cook for another 10 minutes, after which sprinkle on the ground cumin and stir again, place back into the oven for another 10 minutes.
Spread the houmous onto a large serving plate, once your carrots are cooked remove from the oven and place on top of the houmous, sprinkle over the crispy chickpeas, zaatar and fresh parsley leaves.
Credit: @natalie.naturally
",https://veganuary.com/wp-content/uploads/2019/01/chicp-1.png,14,490
507,Miso Broth,"2 teaspoons sesame oil
200g mushrooms (enoki or shiitake), sliced
½ carrot, peeled and sliced into matchsticks
1 red chilli, sliced
1 tablespoon shredded fresh ginger
A good handful of Choi Sum or baby leaf spinach, shredded
5 spring onions, trimmed and finely sliced on the diagonal
2 tablespoons yellow miso paste
125g tofu, drained and cut into small dice
tamari or soy sauce to taste","Serves 2Heat the sesame oil in a wok or large frying pan and add the mushrooms and carrots. Quickly cook the veggies for a minute until just softened then add the chilli and ginger and cook for another 10 seconds.
Throw the choi sum or baby leaf spinach and spring onions into the wok and cook until the leaves are only just wilted.
Remove from the pan and divide between 2 bowls.
Bring 700ml water to the boil in a large pan.
In a small bowl mix the miso with a couple of tablespoons of the water and then add the paste to the pan. Stir to combine and add a little more miso if needed.
Divide the drained and diced tofu between the bowls and pour over the miso broth.
Add tamari or soy sauce to taste and serve immediately.",https://veganuary.com/wp-content/uploads/2017/10/Miso-Broth-Edited-400x400.jpg,19,105
508,Pumpkin Macaroni Cheese,"750g fresh pumpkin, peeled and cut into 2cm cubes
2 onions, chopped
500ml hot vegetable stock
3 garlic cloves, peeled and left whole
1tsp Dijon mustard
¼ tsp ground nutmeg, plus extra to serve
Freshly ground black pepper, to taste
320g macaroni pasta
1tsp cornflour (mixed with 2tsp cold water to form a paste)
3tbsp nutritional yeast (optional)","Serves 4.Add the pumpkin, onions, vegetable stock, garlic, mustard, nutmeg and black pepper to a large pan.Place the pan over a medium heat, cover and cook gently for around thirty minutes, stirring occasionally, until the pumpkin is tender.Set the pan aside to cool a little and bring a fresh pan of water to the boil. Once boiling, add the macaroni to the water and cook according to the pasta’s instructions.Meanwhile, add the pumpkin mix to a blender and blend until smooth.Once cooked, drain the pasta and return to the pan. Add the pumpkin sauce and mix well to coat the macaroni fully.Return the pan to a medium heat, add the cornflour paste and stir to thicken.Remove from the heat, stir in the nutritional yeast, season with extra black pepper if desired and serve with a sprinkle of nutmeg on top.",https://veganuary.com/wp-content/uploads/2016/07/Pumpkin-Macaroni-Cheese-4-400x267.jpg,15,432
509,Vegetable Curry,"70g raw cashews
Optional: 1.5 tbsp protein powder (Soya and Pea Protein both work well)
2 red onions, peeled and sliced
30g root ginger chopped finely
2 celery sticks, diced
1 large carrot (approx. 250g), peeled and sliced into thick discs
220g cauliflower, cut into florets
350ml vegetable stock (I use bouillon powder)
16 cherry tomatoes, cut in half
60g baby spinach
Salt and pepper
180ml cold water
1/2 tbsp coconut oil or rapeseed oil
4 plump garlic cloves, minced
1 or 2 red chilies (depending on how hot you like it), finely chopped
2 medium sweet potatoes (approx 320g), peeled and cut into 2cm chunks
320g squash, sliced into chunks
2.5tbsp-3.5 tbsp curry powder (depending on how spicy you like it!) I used hot madras curry powder
1 tbsp tamari or soya sauce
200g tofu (or substitute for more veg if preferred), diced into about 1.5cm cubes
20g fresh coriander, finely chopped (reserve some for garnishing)
To garnish: chopped fresh coriander. Optional: a sprinkle of ground flaxseed","In a small bowl, cover the raw cashews with cold water and allow to soak for 3-4hrs at least or overnight. The cashews will puff upDrain the cashews, then place them in a blender or food processor with 180ml of fresh water. Blitz to form a cashew milkIf using protein powder. Add to the cashew milk and whizz for a few seconds. (You can see the cashew cream is creamier)In a big pot, melt coconut oil or add rapeseed oil. Add sliced red onions, crushed garlic, chopped ginger, chopped red chillies and diced celery. Brown for about 4 -5 mins on a medium heatAdd the chopped sweet potato, carrots, squash. Cook for about 5 minsAdd the curry powder and coat the vegetables for about 1 minute; taking care not to burn the spices (otherwise the curry will taste bitter)Add the vegetable stock, tamari or soya sauce. Bring the pot to the boil, then reduce the heat (approx. 3-4 mins)Now add the halved cherry tomatoes and tofu chunks (if using) and cook for 7-8 minsThen add the cauliflower florets and pepper slices. Cook for about 3 mins, until vegetables are softStir in the cashew cream. Heat through for about 3 minsTurn off the heat and stir in the baby spinach and most of the chopped fresh coriander (reserve some for garnish). Season with salt & pepper to tastePlate up & serve with a garnish of freshly chopped corianderOptional: a sprinkle of ground flaxseed. This curry is great on its own or can be served with cauliflower rice or basmati rice or quinoa. Delicious!SO MAN
www.sobody.co.uk
Hello! I am So from SOBODYUK. I am a gym bunny, healthy food blogger & a geeky scientist! These days my lab is the kitchen! I love creating delicious, healthy, wholefood, clean-eating, nutrition-dense recipes to maximise performance & health. My recipes include paleo, low carb, vegan, vegetarian, gluten free.Like this recipe? Sign up to Veganuary today to get recipes like this delivered directly to your inbox.
",https://veganuary.com/wp-content/uploads/2017/11/VEGETABLE-CURRY-PIC2-400x395.jpg,13,346
